,username,oneStarBadge,twoStarBadge,threeStarBadge,fourStarBadge,fiveStarBadge,basic_Certificate,intermediate_Certificate,adavanced_Certificate
565,22951A05B9,0,0,1,0,0,0,0,0
566,22951A62A7,0,0,0,0,0,0,0,0
567,22951A67D2,0,0,0,1,0,0,0,0
568,22951A67F2,0,1,0,1,0,0,0,0
569,22951A0430,0,0,0,0,0,0,0,0
570,22951A66E3,0,0,0,0,0,0,0,0
571,22951A0479,0,0,0,0,0,0,0,0
572,22951A05A2,3,0,0,2,0,1,0,0
573,22951A66D5,0,0,0,0,0,0,0,0
574,22951A3344,2,1,0,0,1,0,0,0
575,22951A6237,0,0,1,1,0,0,0,0
576,22951A62B5,0,0,0,0,0,0,0,0
577,22951A6280,0,0,0,0,0,0,0,0
578,22951A6690,3,0,0,1,1,0,0,0
579,22951A6739,1,0,1,0,1,2,0,0
580,22951A1213,0,1,0,0,0,2,0,0
581,22951A0592,2,1,0,1,2,3,0,0
582,22951A6648,1,0,1,0,0,0,0,0
583,22951A6614,1,0,0,0,1,0,0,0
584,22951A04K9,0,0,0,0,0,0,0,0
585,22951A62A9,1,1,0,1,0,0,0,0
586,22951A1257,0,0,0,0,0,3,0,0
587,22951A1252,0,0,0,0,0,0,0,0
588,22951A6605,0,0,0,0,0,0,0,0
589,22951A05J3,0,0,0,0,0,0,0,0
590,22951A6246,1,0,0,0,0,0,0,0
591,22951A6748,0,0,0,0,0,0,0,0
592,22951A6232,0,0,0,0,0,0,0,0
593,22951A6794,0,0,0,0,0,0,0,0
594,22951A12A8,0,0,0,0,0,0,0,0
595,22951A6220,0,0,0,0,0,0,0,0
596,23955A6711,0,0,0,0,0,0,0,0
597,22951A05E7,0,0,1,2,0,1,0,0
598,22951A0401,0,0,1,0,0,0,0,0
599,22951A3371,1,2,0,2,0,3,0,0
600,22951A6618,0,0,0,1,0,0,0,0
601,22951A67G8,0,0,0,0,0,0,0,0
602,22951A3398,2,0,0,0,0,0,0,0
603,22951A6214,0,1,0,0,1,0,0,0
604,22951A62B9,0,0,0,1,1,0,0,0
605,22951A6740,0,0,0,0,0,0,0,0
606,22951A3361,1,1,0,0,1,0,0,0
607,22951A6251,1,0,0,1,0,2,1,0
608,22951A0490,0,0,0,1,0,1,0,0
609,22951A6778,0,0,0,0,0,0,0,0
610,22951A67F3,0,1,2,0,0,1,0,0
611,22951A6643,0,0,0,0,0,0,0,0
612,22951A6735,3,0,0,1,0,0,0,0
613,22951A6627,0,0,0,0,0,0,0,0
614,22951A0486,0,0,0,0,1,0,0,0
615,22951A6239,0,1,0,0,0,0,0,0
616,22951A04E0,0,0,0,0,0,0,0,0
617,22951A3392,0,1,0,2,0,3,0,0
618,22951A04R2,0,0,0,0,0,0,0,0
619,22951A66J8,0,0,0,2,0,0,0,0
620,23955A6611,0,0,0,0,0,0,0,0
621,22951A6216,0,0,0,0,0,0,0,0
622,23955A6708,0,0,0,0,0,0,0,0
623,22951A66C4,0,0,0,0,0,0,0,0
624,22951A6288,1,1,1,0,0,0,0,0
625,22951A62A5,0,0,0,1,0,1,1,0
626,22951A04F8,0,0,1,0,1,0,0,0
627,22951A67H5,0,0,0,0,0,0,0,0
628,22951A67E3,0,0,0,0,0,0,0,0
629,22951A67F5,0,0,0,0,0,0,0,0
630,23955A1212,1,0,0,0,0,0,0,0
631,22951A67G9,0,0,1,1,0,0,0,0
632,22951A05D9,0,1,0,1,1,0,0,0
633,22951A04K7,0,0,0,1,0,0,0,0
634,22951A0492,0,0,0,0,1,1,0,0
635,23955A0510,0,0,0,0,0,0,0,0
636,22951A6283,0,0,0,0,0,0,0,0
637,22951A62A3,0,0,0,0,0,0,0,0
638,22951A05G3,0,0,0,0,0,0,0,0
639,22951A6741,0,0,0,0,0,0,0,0
640,22951A6236,0,0,0,1,0,1,0,0
641,22951A6244,0,0,0,0,0,1,1,0
642,22951A6755,1,2,0,0,0,1,0,0
643,22951A33A5,0,0,1,0,0,0,0,0
644,22951A1270,0,0,0,0,0,0,0,0
645,23955A0416,0,0,0,0,0,0,0,0
646,22951A3381,2,0,0,0,0,2,0,0
647,22951A6254,0,1,1,0,0,2,0,0
648,22951A6248,0,0,1,0,0,1,0,0
649,22951A05D8,0,1,0,0,0,0,0,0
650,22951A05E0,0,0,0,0,0,0,0,0
651,22951A1295,1,1,0,0,0,0,0,0
652,22951A67G7,1,0,1,1,0,0,0,0
653,22951A66D8,0,0,0,0,0,0,0,0
654,22951A05H9,0,0,1,0,1,1,0,0
655,22951A04L4,0,0,0,1,0,0,0,0
656,22951A3309,0,0,0,0,0,0,0,0
657,22951A67G4,0,0,0,0,0,0,0,0
658,22951A33A0,0,0,0,0,0,0,0,0
659,22951A67J5,0,0,1,0,0,1,0,0
660,23955A0417,0,0,0,0,0,0,0,0
661,22951A04C8,0,0,0,0,0,0,0,0
662,22951A3308,0,0,0,0,0,0,0,0
663,22951A0212,2,0,0,0,0,0,0,0
664,22951A67J0,0,0,0,0,0,0,0,0
665,22951A05L2,0,0,0,0,0,0,0,0
666,22951A0535,0,0,0,0,0,0,0,0
667,22951A6798,0,0,0,0,0,0,0,0
668,22951A0553,0,1,1,0,0,0,0,0
669,22951A3372,0,0,0,0,0,0,0,0
670,23955A6706,0,0,0,0,0,0,0,0
671,22951A1288,1,0,0,0,0,0,0,0
672,22951A12A9,1,1,0,0,0,0,0,0
673,22951A1236,0,0,0,0,0,0,0,0
674,22951A05C1,0,0,0,0,0,0,0,0
675,22951A6617,0,0,0,0,0,0,0,0
676,22951A6720,1,1,0,0,0,1,0,0
677,23955A6205,1,1,0,1,0,0,0,0
678,22951A6258,0,0,0,1,0,0,0,0
679,22951A3365,0,0,0,0,0,0,0,0
680,22951A68E0,0,0,0,0,0,0,0,0
681,22951A6204,0,0,0,0,0,0,0,0
682,22951A6296,0,1,1,0,0,1,0,0
683,23955A6603,0,0,0,0,0,0,0,0
684,22951A0512,0,0,0,0,0,0,0,0
685,22951A0540,0,0,0,0,0,0,0,0
686,22951A0503,0,0,0,0,0,0,0,0
687,22951A0511,0,0,0,0,0,0,0,0
688,22951A0539,0,0,0,0,0,0,0,0
689,22951A0516,1,3,0,1,1,0,0,0
690,22951A0581,0,0,0,0,0,0,0,0
691,22951A66H4,0,0,0,0,0,0,0,0
692,22951A0506,0,0,0,0,0,0,0,0
693,22951A66J9,0,0,0,0,0,0,0,0
694,22951A04P0,2,0,0,0,0,0,0,0
695,22951A6637,0,1,0,0,0,0,0,0
696,23955A6705,0,0,0,0,0,0,0,0
697,22951A6761,0,0,0,0,0,0,0,0
698,22951A6747,0,1,0,0,0,0,0,0
699,22951A6709,0,0,0,0,0,0,0,0
700,22951A3380,0,0,0,0,0,0,0,0
701,22951A67D1,0,0,0,0,0,0,0,0
702,22951A67D4,0,0,0,0,0,0,0,0
703,22951A67A2,0,0,0,0,0,0,0,0
704,22951A67E1,0,0,0,0,0,0,0,0
705,22951A67B3,0,0,0,0,0,0,0,0
706,22951A67G1,0,0,0,0,0,0,0,0
707,22951A67E4,0,0,0,0,0,0,0,0
708,22951A1207,0,0,0,0,0,3,0,0
709,22951A67D9,0,0,0,0,0,0,0,0
710,22951A0239,1,1,0,0,2,0,0,0
711,22951A3319,0,0,0,0,0,0,0,0
712,22951A6241,1,0,0,0,0,0,0,0
713,22951A33C4,0,1,0,0,0,0,0,0
714,22951A05L4,1,0,0,0,1,0,0,0
715,22951A05P1,0,0,0,1,0,0,0,0
716,22951A0530,0,1,0,0,0,0,0,0
717,22951A05L7,0,0,0,0,0,0,0,0
718,22951A0515,0,0,1,0,0,0,0,0
719,22951A05K8,0,0,0,1,0,0,0,0
720,22951A05K6,0,0,0,0,2,1,0,0
721,22951A05J1,0,0,0,0,0,0,0,0
722,22951A0559,1,0,1,0,0,0,0,0
723,22951A66J4,0,0,0,0,0,0,0,0
724,22951A05E8,0,1,0,0,0,0,0,0
725,22951A0543,0,0,0,0,0,0,0,0
726,22951A0569,0,0,0,0,0,0,0,0
727,22951A0513,0,0,0,0,0,0,0,0
728,IARE10309,1,0,0,0,1,1,0,0
729,22951A0593,0,0,0,0,0,0,0,0
730,22951A6698,0,0,0,0,0,0,0,0
731,22951A0564,0,0,0,0,0,0,0,0
732,22951A0518,0,0,0,0,0,0,0,0
733,22951A0548,0,0,0,0,0,0,0,0
734,22951A0530@IARE.AC.IN ,0,1,0,0,0,0,0,0
735,22951A05A6,0,0,0,0,0,0,0,0
736,22951A0534,0,0,0,0,0,0,0,0
737,22951A05Q5,1,1,0,1,0,0,0,0
738,22951A05C4,0,0,0,0,0,0,0,0
739,22951A0571,1,0,1,0,0,0,0,0
740,22951A0537,0,0,0,0,0,0,0,0
741,22951A05B7,0,0,0,0,0,0,0,0
742,22951A0523,0,0,0,0,0,0,0,0
743,22951A0547,0,1,0,0,0,0,0,0
744,22951A0566,0,0,0,0,0,0,0,0
745,22951A05D4,0,0,0,0,0,0,0,0
746,22951A66A2,0,0,0,0,0,0,0,0
747,22651A6614,0,0,0,0,0,0,0,0
748,22951A04K3,0,0,0,0,0,0,0,0
749,22951A05K1,0,0,0,0,0,0,0,0
750,22951A05F1,0,0,0,0,0,0,0,0
751,22951A05K5,0,0,0,0,0,0,0,0
752,22951A04B9,0,0,0,0,0,0,0,0
753,22951A05G5,0,0,0,0,0,0,0,0
754,22951A0484,0,0,1,0,0,1,0,0
755,22951A05E4,0,1,1,0,0,0,0,0
756,22951A05N4,0,0,0,0,0,0,0,0
757,22951A05K3,0,0,0,0,1,0,0,0
758,22951A05L1@IARE.IN,0,1,0,1,0,0,0,0
759,23955A0517,0,0,0,0,0,0,0,0
760,22951A05L6,0,0,0,0,0,0,0,0
761,23955A0523,0,0,0,1,0,0,0,0
762,23955A0509,0,0,0,0,0,0,0,0
763,23955A0518,0,0,0,0,0,0,0,0
764,22951A05N3,0,0,0,0,0,0,0,0
765,22951A05N5,0,0,0,0,0,0,0,0
766,22951A05L3,0,0,0,0,0,0,0,0
767,22951A05K2,0,0,0,0,0,0,0,0
768,22951A05J6,0,0,0,0,0,0,0,0
769,22951A05M7,0,0,0,0,0,0,0,0
770,22951A6750,0,0,0,0,0,0,0,0
771,22951A6760,0,0,0,1,0,0,0,0
772,22951AA6744,0,0,0,0,0,0,0,0
773,22951A1238,0,0,0,0,0,0,0,0
774,22951A1271,0,0,0,0,0,0,0,0
775,22951A1299,0,0,0,0,0,0,0,0
776,22951A1262,0,0,0,0,0,0,0,0
777,22951A33B5,0,1,0,0,0,3,0,0
778,22951A3341,0,0,0,0,0,0,0,0
779,22951A67E6,0,0,0,0,0,0,0,0
780,22951A67F0,0,1,0,0,0,0,0,0
781,22951A67E9,0,0,1,0,0,0,0,0
782,22951A6721,0,0,0,0,0,0,0,0
783,22951A67E0,1,0,0,0,0,2,0,0
784,22951A3330,0,0,2,0,0,1,0,0
785,22951A67C7,0,0,0,0,0,0,0,0
786,22951A1248,0,0,0,0,0,1,0,0
787,22951A6734,0,0,0,0,0,0,0,0
788,22951A1229,0,0,0,0,0,0,0,0
789,22951A1273,1,0,1,3,0,5,0,0
790,22951A04A5,0,0,0,0,0,0,0,0
791,22951A6773,0,1,1,0,0,0,0,0
792,22951A3323,0,0,0,1,1,2,0,0
793,23955A6709,0,0,0,0,0,0,0,0
794,23955A6618,1,1,0,0,0,0,0,0
795,22951A0461 ,0,0,0,0,0,0,0,0
796,22951A0442 ,0,0,0,1,1,1,1,1
797,22951A66G8,0,0,0,0,0,0,0,0
798,22951A211,2,0,0,1,0,1,0,0
799,22951A1290,0,0,0,0,0,0,0,0
800,22951A3364,0,0,0,0,0,0,0,0
801,22951A05A8,0,0,0,0,0,0,0,0
802,22951A0505,0,0,0,0,0,0,0,0
803,22951A3385,0,0,0,0,0,0,0,0
804,22951A67H3,0,0,0,0,0,0,0,0
